ConflictId,Year,Location,SideA,SideA2nd,SideB,SideBID,SideB2nd,Incompatibility,TerritoryName,IntensityLevel,CumulativeIntensity,TypeOfConflict,StartDate,StartPrec,StartDate2,StartPrec2,EpEnd,EpEndDate,EpEndPrec,GWNoA,GWNoA2nd,GWNoB,GWNoB2nd,GWNoLoc,Region,Version
10-Jan,1970,Philippines,Government of Philippines,,CPP,1010,,2,,1,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4.0-2015
10-Jan,1971,Philippines,Government of Philippines,,CPP,1010,,2,,1,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4.0-2015
10-Jan,1972,Philippines,Government of Philippines,,CPP,1010,,2,,1,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4.0-2015
10-Jan,1973,Philippines,Government of Philippines,,CPP,1010,,2,,1,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4.0-2015
10-Jan,1974,Philippines,Government of Philippines,,CPP,1010,,2,,1,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4.0-2015
10-Jan,1975,Philippines,Government of Philippines,,CPP,1010,,2,,1,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4.0-2015
10-Jan,1976,Philippines,Government of Philippines,,CPP,1010,,2,,1,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4.0-2015
10-Jan,1977,Philippines,Government of Philippines,,CPP,1010,,2,,1,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4.0-2015
10-Jan,1978,Philippines,Government of Philippines,,CPP,1010,,2,,1,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4.0-2015
10-Jan,1979,Philippines,Government of Philippines,,CPP,1010,,2,,1,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4.0-2015
10-Jan,1980,Philippines,Government of Philippines,,CPP,1010,,2,,1,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4.0-2015
10-Jan,1981,Philippines,Government of Philippines,,CPP,1010,,2,,1,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4.0-2015
10-Jan,1982,Philippines,Government of Philippines,,CPP,1010,,2,,2,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4.0-2015
10-Jan,1983,Philippines,Government of Philippines,,CPP,1010,,2,,2,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4.0-2015
10-Jan,1984,Philippines,Government of Philippines,,CPP,1010,,2,,2,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4.0-2015
10-Jan,1985,Philippines,Government of Philippines,,CPP,1010,,2,,2,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4.0-2015
10-Jan,1986,Philippines,Government of Philippines,,CPP,1010,,2,,2,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4.0-2015
10-Jan,1987,Philippines,Government of Philippines,,"CPP, Military faction (forces of Honasan, Abenina & Zumel)","1010, 1011",,2,,2,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4.0-2015
10-Jan,1988,Philippines,Government of Philippines,,CPP,1010,,2,,1,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4.0-2015
10-Jan,1989,Philippines,Government of Philippines,,"CPP, Military faction (forces of Honasan, Abenina & Zumel)","1010, 1011",,2,,1,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4.0-2015
10-Jan,1990,Philippines,Government of Philippines,,"CPP, Military faction (forces of Honasan, Abenina & Zumel)","1010, 1011",,2,,2,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4.0-2015
10-Jan,1991,Philippines,Government of Philippines,,CPP,1010,,2,,2,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4.0-2015
10-Jan,1992,Philippines,Government of Philippines,,CPP,1010,,2,,1,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4.0-2015
10-Jan,1993,Philippines,Government of Philippines,,CPP,1010,,2,,1,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4.0-2015
10-Jan,1994,Philippines,Government of Philippines,,CPP,1010,,2,,1,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4.0-2015
10-Jan,1995,Philippines,Government of Philippines,,CPP,1010,,2,,1,1,3,7/31/1946,4,9/30/1969,4,1,11/29/1995,1,840,,,,840,3,4.0-2015
10-Jan,1997,Philippines,Government of Philippines,,CPP,1010,,2,,1,1,3,7/31/1946,4,11/23/1997,1,1,12/30/1997,3,840,,,,840,3,4.0-2015
10-Jan,1999,Philippines,Government of Philippines,,CPP,1010,,2,,1,1,3,7/31/1946,4,6/6/1999,1,0,,,840,,,,840,3,4.0-2015
10-Jan,2000,Philippines,Government of Philippines,,CPP,1010,,2,,1,1,3,7/31/1946,4,6/6/1999,1,0,,,840,,,,840,3,4.0-2015
10-Jan,2001,Philippines,Government of Philippines,,CPP,1010,,2,,1,1,3,7/31/1946,4,6/6/1999,1,0,,,840,,,,840,3,4.0-2015
10-Jan,2002,Philippines,Government of Philippines,,CPP,1010,,2,,1,1,3,7/31/1946,4,6/6/1999,1,0,,,840,,,,840,3,4.0-2015
10-Jan,2003,Philippines,Government of Philippines,,CPP,1010,,2,,1,1,3,7/31/1946,4,6/6/1999,1,0,,,840,,,,840,3,4.0-2015
10-Jan,2004,Philippines,Government of Philippines,,CPP,1010,,2,,1,1,3,7/31/1946,4,6/6/1999,1,0,,,840,,,,840,3,4.0-2015
10-Jan,2005,Philippines,Government of Philippines,,CPP,1010,,2,,1,1,3,7/31/1946,4,6/6/1999,1,0,,,840,,,,840,3,4.0-2015
10-Jan,2006,Philippines,Government of Philippines,,CPP,1010,,2,,1,1,3,7/31/1946,4,6/6/1999,1,0,,,840,,,,840,3,4.0-2015
10-Jan,2007,Philippines,Government of Philippines,,CPP,1010,,2,,1,1,3,7/31/1946,4,6/6/1999,1,0,,,840,,,,840,3,4.0-2015
10-Jan,2008,Philippines,Government of Philippines,,CPP,1010,,2,,1,1,3,7/31/1946,4,6/6/1999,1,0,,,840,,,,840,3,4.0-2015
10-Jan,2009,Philippines,Government of Philippines,,CPP,1010,,2,,1,1,3,7/31/1946,4,6/6/1999,1,0,,,840,,,,840,3,4.0-2015
10-Jan,2010,Philippines,Government of Philippines,,CPP,1010,,2,,1,1,3,7/31/1946,4,6/6/1999,1,0,,,840,,,,840,3,4.0-2015
10-Jan,2011,Philippines,Government of Philippines,,CPP,1010,,2,,1,1,3,7/31/1946,4,6/6/1999,1,0,,,840,,,,840,3,4.0-2015
10-Jan,2012,Philippines,Government of Philippines,,CPP,1010,,2,,1,1,3,7/31/1946,4,6/6/1999,1,0,,,840,,,,840,3,4.0-2015
10-Jan,2013,Philippines,Government of Philippines,,CPP,1010,,2,,1,1,3,7/31/1946,4,6/6/1999,1,0,,,840,,,,840,3,4.0-2015
10-Jan,2014,Philippines,Government of Philippines,,CPP,1010,,2,,1,1,3,7/31/1946,5,6/6/1999,1,0,,,840,,,,840,3,4.0-2015
1-100,1966,Nigeria,Government of Nigeria,,Military faction (forces of Patrick Nzeogwu),1306,,2,,1,0,3,1/15/1966,1,1/15/1966,1,1,7/29/1966,1,475,,,,475,4,4.0-2015
1-100,2009,Nigeria,Government of Nigeria,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1935,,2,,1,0,3,1/15/1966,1,7/26/2009,1,1,7/30/2009,1,475,,,,475,4,4.0-2015
1-100,2011,Nigeria,Government of Nigeria,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1935,,2,,1,0,3,1/15/1966,1,3/1/2011,1,0,,,475,,,,475,4,4.0-2015
1-100,2012,Nigeria,Government of Nigeria,"Government of Chad, Government of Niger",Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1935,,2,,1,1,4,1/15/1966,1,3/1/2011,1,0,,,475,"483, 436",,,475,4,4.0-2015
1-100,2013,Nigeria,Government of Nigeria,"Government of Chad, Government of Niger",Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1935,,2,,2,1,4,1/15/1966,1,3/1/2011,1,0,,,475,"483, 436",,,475,4,4.0-2015
1-100,2014,Nigeria,Government of Nigeria,"Government of Cameroon, Government of Chad, Government of Niger",Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1935,,2,,2,1,4,1/15/1966,1,3/1/2011,1,0,,,475,"471, 483, 436",,,475,4,4.0-2015
1-101,1966,South Africa,Government of South Africa,,SWAPO,1307,,1,Namibia,1,0,3,8/26/1966,1,12/31/1966,5,0,,,560,,,,560,4,4.0-2015
1-101,1967,South Africa,Government of South Africa,,SWAPO,1307,,1,Namibia,1,0,3,8/26/1966,1,12/31/1966,5,0,,,560,,,,560,4,4.0-2015
1-101,1968,South Africa,Government of South Africa,,SWAPO,1307,,1,Namibia,1,0,3,8/26/1966,1,12/31/1966,5,0,,,560,,,,560,4,4.0-2015
1-101,1969,South Africa,Government of South Africa,,SWAPO,1307,,1,Namibia,1,0,3,8/26/1966,1,12/31/1966,5,0,,,560,,,,560,4,4.0-2015
1-101,1970,South Africa,Government of South Africa,,SWAPO,1307,,1,Namibia,1,0,3,8/26/1966,1,12/31/1966,5,0,,,560,,,,560,4,4.0-2015
1-101,1971,South Africa,Government of South Africa,,SWAPO,1307,,1,Namibia,1,0,3,8/26/1966,1,12/31/1966,5,0,,,560,,,,560,4,4.0-2015
1-101,1972,South Africa,Government of South Africa,,SWAPO,1307,,1,Namibia,1,0,3,8/26/1966,1,12/31/1966,5,0,,,560,,,,560,4,4.0-2015
1-101,1973,South Africa,Government of South Africa,,SWAPO,1307,,1,Namibia,1,0,3,8/26/1966,1,12/31/1966,5,0,,,560,,,,560,4,4.0-2015
1-101,1974,South Africa,Government of South Africa,,SWAPO,1307,,1,Namibia,1,0,3,8/26/1966,1,12/31/1966,5,0,,,560,,,,560,4,4.0-2015
1-101,1975,South Africa,Government of South Africa,,SWAPO,1307,,1,Namibia,1,0,3,8/26/1966,1,12/31/1966,5,0,,,560,,,,560,4,4.0-2015
1-101,1976,South Africa,Government of South Africa,,SWAPO,1307,,1,Namibia,1,0,3,8/26/1966,1,12/31/1966,5,0,,,560,,,,560,4,4.0-2015
1-101,1977,South Africa,Government of South Africa,,SWAPO,1307,,1,Namibia,1,0,3,8/26/1966,1,12/31/1966,5,0,,,560,,,,560,4,4.0-2015
1-101,1978,South Africa,Government of South Africa,,SWAPO,1307,,1,Namibia,2,1,3,8/26/1966,1,12/31/1966,5,0,,,560,,,,560,4,4.0-2015
1-101,1979,South Africa,Government of South Africa,,SWAPO,1307,,1,Namibia,1,1,3,8/26/1966,1,12/31/1966,5,0,,,560,,,,560,4,4.0-2015
1-101,1980,South Africa,Government of South Africa,,SWAPO,1307,,1,Namibia,2,1,3,8/26/1966,1,12/31/1966,5,0,,,560,,,,560,4,4.0-2015
1-101,1981,South Africa,Government of South Africa,,SWAPO,1307,,1,Namibia,2,1,3,8/26/1966,1,12/31/1966,5,0,,,560,,,,560,4,4.0-2015
1-101,1982,South Africa,Government of South Africa,,SWAPO,1307,,1,Namibia,2,1,3,8/26/1966,1,12/31/1966,5,0,,,560,,,,560,4,4.0-2015
1-101,1983,South Africa,Government of South Africa,,SWAPO,1307,,1,Namibia,2,1,3,8/26/1966,1,12/31/1966,5,0,,,560,,,,560,4,4.0-2015
1-101,1984,South Africa,Government of South Africa,,SWAPO,1307,,1,Namibia,1,1,3,8/26/1966,1,12/31/1966,5,0,,,560,,,,560,4,4.0-2015
1-101,1985,South Africa,Government of South Africa,,SWAPO,1307,,1,Namibia,1,1,3,8/26/1966,1,12/31/1966,5,0,,,560,,,,560,4,4.0-2015
1-101,1986,South Africa,Government of South Africa,,SWAPO,1307,,1,Namibia,2,1,3,8/26/1966,1,12/31/1966,5,0,,,560,,,,560,4,4.0-2015
1-101,1987,South Africa,Government of South Africa,,SWAPO,1307,,1,Namibia,2,1,3,8/26/1966,1,12/31/1966,5,0,,,560,,,,560,4,4.0-2015
1-101,1988,South Africa,Government of South Africa,,SWAPO,1307,,1,Namibia,2,1,3,8/26/1966,1,12/31/1966,5,1,8/8/1988,1,560,,,,560,4,4.0-2015
1-102,1966,Syria,Government of Syria,,Military faction (forces loyal to Nureddin Atassi and Youssef Zeayen),1110,,2,,1,0,3,2/23/1966,1,2/23/1966,1,1,2/23/1966,1,652,,,,652,2,4.0-2015
1-102,1979,Syria,Government of Syria,,Muslim Brotherhood,1111,,2,,1,0,3,2/23/1966,1,6/16/1979,1,0,,,652,,,,652,2,4.0-2015
1-102,1980,Syria,Government of Syria,,Muslim Brotherhood,1111,,2,,1,0,3,2/23/1966,1,6/16/1979,1,0,,,652,,,,652,2,4.0-2015
1-102,1981,Syria,Government of Syria,,Muslim Brotherhood,1111,,2,,1,0,3,2/23/1966,1,6/16/1979,1,0,,,652,,,,652,2,4.0-2015
1-102,1982,Syria,Government of Syria,,Muslim Brotherhood,1111,,2,,2,1,3,2/23/1966,1,6/16/1979,1,1,2/2/1982,1,652,,,,652,2,4.0-2015
1-102,2011,Syria,Government of Syria,,Syrian insurgents,4456,,2,,1,1,3,2/23/1966,1,10/1/2011,1,0,,,652,,,,652,2,4.0-2015
1-102,2012,Syria,Government of Syria,,Syrian insurgents,4456,,2,,2,1,3,2/23/1966,1,10/1/2011,1,0,,,652,,,,652,2,4.0-2015
1-102,2013,Syria,Government of Syria,,Syrian insurgents,4456,,2,,2,1,3,2/23/1966,1,10/1/2011,1,0,,,652,,,,652,2,4.0-2015
1-102,2014,Syria,Government of Syria,,Syrian insurgents,4456,,2,,2,1,3,2/23/1966,1,10/1/2011,1,0,,,652,,,,652,2,4.0-2015
1-103,1967,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,KR,1112,,2,,2,1,3,4/30/1967,3,5/31/1967,3,0,,,811,,,,811,3,4.0-2015
1-103,1968,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,KR,1112,,2,,1,1,3,4/30/1967,3,5/31/1967,3,0,,,811,,,,811,3,4.0-2015
1-103,1969,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,KR,1112,,2,,1,1,3,4/30/1967,3,5/31/1967,3,0,,,811,,,,811,3,4.0-2015
1-103,1970,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),"Government of South Vietnam, Government of United States of America",KR,1112,Government of Vietnam (North Vietnam),2,,2,1,4,4/30/1967,3,5/31/1967,3,0,,,811,"817, 2",,816,811,3,4.0-2015
1-103,1971,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),"Government of South Vietnam, Government of United States of America",KR,1112,Government of Vietnam (North Vietnam),2,,2,1,4,4/30/1967,3,5/31/1967,3,0,,,811,"817, 2",,816,811,3,4.0-2015
1-103,1972,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),"Government of South Vietnam, Government of United States of America",KR,1112,Government of Vietnam (North Vietnam),2,,2,1,4,4/30/1967,3,5/31/1967,3,0,,,811,"817, 2",,816,811,3,4.0-2015
1-103,1973,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),"Government of South Vietnam, Government of United States of America",KR,1112,Government of Vietnam (North Vietnam),2,,2,1,4,4/30/1967,3,5/31/1967,3,0,,,811,"817, 2",,816,811,3,4.0-2015
1-103,1974,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,KR,1112,Government of Vietnam (North Vietnam),2,,2,1,4,4/30/1967,3,5/31/1967,3,0,,,811,,,816,811,3,4.0-2015
1-103,1975,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,KR,1112,Government of Vietnam (North Vietnam),2,,2,1,4,4/30/1967,3,5/31/1967,3,1,4/17/1975,1,811,,,816,811,3,4.0-2015
1-103,1978,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,KNUFNS,1113,Government of Vietnam (North Vietnam),2,,2,1,4,4/30/1967,3,12/30/1978,2,0,,,811,,,816,811,3,4.0-2015
1-103,1979,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),"Government of Laos, Government of Vietnam (North Vietnam)","KNUFNS, KPNLF, KR","1113, 1114, 1112",Government of Vietnam (North Vietnam),2,,1,1,4,4/30/1967,3,12/30/1978,2,0,,,811,"816, 812",,816,811,3,4.0-2015
1-103,1980,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),Government of Vietnam (North Vietnam),"KPNLF, KR","1114, 1112",,2,,1,1,4,4/30/1967,3,12/30/1978,2,0,,,811,816,,,811,3,4.0-2015
1-103,1981,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),Government of Vietnam (North Vietnam),"KPNLF, KR","1114, 1112",,2,,1,1,4,4/30/1967,3,12/30/1978,2,0,,,811,816,,,811,3,4.0-2015
1-103,1982,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),Government of Vietnam (North Vietnam),"FUNCINPEC, KPNLF, KR","1115, 1114, 1112",,2,,1,1,4,4/30/1967,3,12/30/1978,2,0,,,811,816,,,811,3,4.0-2015
1-103,1983,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),Government of Vietnam (North Vietnam),"FUNCINPEC, KPNLF, KR","1115, 1114, 1112",,2,,1,1,4,4/30/1967,3,12/30/1978,2,0,,,811,816,,,811,3,4.0-2015
1-103,1984,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),Government of Vietnam (North Vietnam),"FUNCINPEC, KPNLF, KR","1115, 1114, 1112",,2,,1,1,4,4/30/1967,3,12/30/1978,2,0,,,811,816,,,811,3,4.0-2015
1-103,1985,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),Government of Vietnam (North Vietnam),"FUNCINPEC, KPNLF, KR","1115, 1114, 1112",,2,,1,1,4,4/30/1967,3,12/30/1978,2,0,,,811,816,,,811,3,4.0-2015
1-103,1986,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),Government of Vietnam (North Vietnam),"FUNCINPEC, KPNLF, KR","1115, 1114, 1112",,2,,1,1,4,4/30/1967,3,12/30/1978,2,0,,,811,816,,,811,3,4.0-2015
1-103,1987,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),Government of Vietnam (North Vietnam),"FUNCINPEC, KPNLF, KR","1115, 1114, 1112",,2,,1,1,4,4/30/1967,3,12/30/1978,2,0,,,811,816,,,811,3,4.0-2015
1-103,1988,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),Government of Vietnam (North Vietnam),"FUNCINPEC, KPNLF, KR","1115, 1114, 1112",,2,,1,1,4,4/30/1967,3,12/30/1978,2,0,,,811,816,,,811,3,4.0-2015
1-103,1989,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),Government of Vietnam (North Vietnam),"FUNCINPEC, KPNLF, KR","1115, 1114, 1112",,2,,1,1,4,4/30/1967,3,12/30/1978,2,0,,,811,816,,,811,3,4.0-2015
1-103,1990,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,"KPNLF, KR","1114, 1112",,2,,1,1,3,4/30/1967,3,12/30/1978,2,0,,,811,,,,811,3,4.0-2015
1-103,1991,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,"FUNCINPEC, KPNLF, KR","1115, 1114, 1112",,2,,1,1,3,4/30/1967,3,12/30/1978,2,0,,,811,,,,811,3,4.0-2015
1-103,1992,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,KR,1112,,2,,1,1,3,4/30/1967,3,12/30/1978,2,0,,,811,,,,811,3,4.0-2015
1-103,1993,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,KR,1112,,2,,1,1,3,4/30/1967,3,12/30/1978,2,0,,,811,,,,811,3,4.0-2015
1-103,1994,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,KR,1112,,2,,1,1,3,4/30/1967,3,12/30/1978,2,0,,,811,,,,811,3,4.0-2015
1-103,1995,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,KR,1112,,2,,1,1,3,4/30/1967,3,12/30/1978,2,0,,,811,,,,811,3,4.0-2015
1-103,1996,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,KR,1112,,2,,1,1,3,4/30/1967,3,12/30/1978,2,0,,,811,,,,811,3,4.0-2015
1-103,1997,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,"FUNCINPEC, KR","1115, 1112",,2,,1,1,3,4/30/1967,3,12/30/1978,2,0,,,811,,,,811,3,4.0-2015
1-103,1998,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,KR,1112,,2,,1,1,3,4/30/1967,3,12/30/1978,2,1,10/3/1998,1,811,,,,811,3,4.0-2015
1-104,1967,"Egypt, Israel",Government of Egypt,,Government of Israel,666,,1,Suez/Sinai,2,1,2,6/5/1967,1,6/5/1967,1,1,6/10/1967,1,651,,666,,"651, 666",2,4.0-2015
1-104,1969,"Egypt, Israel",Government of Egypt,,Government of Israel,666,,1,Suez/Sinai,1,1,2,6/5/1967,1,3/6/1969,1,0,,,651,,666,,"651, 666",2,4.0-2015
1-104,1970,"Egypt, Israel",Government of Egypt,,Government of Israel,666,,1,Suez/Sinai,1,1,2,6/5/1967,1,3/6/1969,1,1,8/7/1970,1,651,,666,,"651, 666",2,4.0-2015
1-104,1973,"Egypt, Israel",Government of Egypt,,Government of Israel,666,,1,Suez/Sinai,2,1,2,6/5/1967,1,10/6/1973,1,1,10/24/1973,1,651,,666,,"651, 666",2,4.0-2015
1-105,1967,"Israel, Jordan",Government of Israel,,Government of Jordan,663,,1,West Bank,2,1,2,6/5/1967,1,6/5/1967,1,1,6/10/1967,1,666,,663,,"663, 666",2,4.0-2015
1-106,1967,"Israel, Syria",Government of Israel,,Government of Syria,652,,1,Golan Heights,2,1,2,6/5/1967,1,6/5/1967,1,1,6/10/1967,1,666,,652,,"652, 666",2,4.0-2015
1-106,1973,"Israel, Syria",Government of Israel,,Government of Syria,652,,1,Golan Heights,2,1,2,6/5/1967,1,10/6/1973,1,1,10/24/1973,1,666,,652,,"652, 666",2,4.0-2015
1-107,1967,Nigeria,Government of Nigeria,,Republic of Biafra,1308,,1,Biafra,2,1,3,7/6/1967,2,7/6/1967,2,0,,,475,,,,475,4,4.0-2015
1-107,1968,Nigeria,Government of Nigeria,,Republic of Biafra,1308,,1,Biafra,2,1,3,7/6/1967,2,7/6/1967,2,0,,,475,,,,475,4,4.0-2015
1-107,1969,Nigeria,Government of Nigeria,,Republic of Biafra,1308,,1,Biafra,2,1,3,7/6/1967,2,7/6/1967,2,0,,,475,,,,475,4,4.0-2015
1-107,1970,Nigeria,Government of Nigeria,,Republic of Biafra,1308,,1,Biafra,2,1,3,7/6/1967,2,7/6/1967,2,1,1/12/1970,1,475,,,,475,4,4.0-2015
1-108,1969,"China, Myanmar (Burma)",Government of China,,Government of Myanmar (Burma),775,,1,Common Border,1,0,2,2/28/1969,4,2/28/1969,4,1,12/31/1969,5,710,,775,,"710, 775",3,4.0-2015
1-109,1969,"China, Russia (Soviet Union)",Government of China,,Government of Russia (Soviet Union),365,,1,Ussuri river,1,0,2,3/2/1969,1,3/2/1969,1,1,12/31/1969,5,710,,365,,"365, 710","1, 3",4.0-2015
11-Jan,1946,Russia (Soviet Union),Government of Russia (Soviet Union),,Forest Brothers,1012,,1,Estonia,1,1,3,12/31/1944,6,12/31/1946,5,0,,,365,,,,365,1,4.0-2015
11-Jan,1947,Russia (Soviet Union),Government of Russia (Soviet Union),,Forest Brothers,1012,,1,Estonia,1,1,3,12/31/1944,6,12/31/1946,5,0,,,365,,,,365,1,4.0-2015
11-Jan,1948,Russia (Soviet Union),Government of Russia (Soviet Union),,Forest Brothers,1012,,1,Estonia,1,1,3,12/31/1944,6,12/31/1946,5,1,12/31/1948,5,365,,,,365,1,4.0-2015
1-110,1969,"El Salvador, Honduras",Government of El Salvador,,Government of Honduras,91,,1,Common Border,2,1,2,7/3/1969,2,7/3/1969,2,1,7/18/1969,1,92,,91,,"91, 92",5,4.0-2015
1-111,2000,Guinea,Government of Guinea,,RFDG,1309,,2,,1,0,3,9/1/2000,1,9/17/2000,1,0,,,438,,,,438,4,4.0-2015
1-111,2001,Guinea,Government of Guinea,,RFDG,1309,,2,,1,0,3,9/1/2000,1,9/17/2000,1,1,7/19/2001,1,438,,,,438,4,4.0-2015
1-112,1970,Philippines,Government of Philippines,,MIM,1116,,1,Mindanao,1,0,3,8/20/1970,1,8/20/1970,1,0,,,840,,,,840,3,4.0-2015
1-112,1971,Philippines,Government of Philippines,,MIM,1116,,1,Mindanao,1,0,3,8/20/1970,1,8/20/1970,1,0,,,840,,,,840,3,4.0-2015
1-112,1972,Philippines,Government of Philippines,,MNLF,1117,,1,Mindanao,1,1,3,8/20/1970,1,8/20/1970,1,0,,,840,,,,840,3,4.0-2015
1-112,1973,Philippines,Government of Philippines,,MNLF,1117,,1,Mindanao,1,1,3,8/20/1970,1,8/20/1970,1,0,,,840,,,,840,3,4.0-2015
1-112,1974,Philippines,Government of Philippines,,MNLF,1117,,1,Mindanao,1,1,3,8/20/1970,1,8/20/1970,1,0,,,840,,,,840,3,4.0-2015
1-112,1975,Philippines,Government of Philippines,,MNLF,1117,,1,Mindanao,1,1,3,8/20/1970,1,8/20/1970,1,0,,,840,,,,840,3,4.0-2015
